,Unnamed: 0,Datetime,Tweet Id,Text,Username,label,Text_token
91,381,2022-02-21 23:48:15+00:00,1495908255238955015,covid came with lots of drawbacks setting the world on a new digital pace if you survived don t be left out on the new move digitalize your business now with cheap domain hosting and custom development https t co td mkjzxdq https t co fkpdqeutx,ujomorconsult,1,covid came lots drawbacks setting world new digital pace survived left new move digitalize business cheap domain hosting custom development https co td mkjzxdq https co fkpdqeutx
92,382,2022-02-21 23:48:12+00:00,1495908242383327239,ha ha hafrigging awesome good to see something can stop the fool spewing his lies n bs even if only for a short time covid covidiots clivepalmer,kncdaniels,1,ha ha hafrigging awesome good see something stop fool spewing lies n bs even short time covid covidiots clivepalmer
93,392,2022-02-21 23:47:55+00:00,1495908174045589504,i think free lateral tests should continue for now but as far as lifting all the restrictions the pm is right on this one if we don t do it when i wonder if the supermarkets will get the message that the pandemic is heading for a endemic covid backborisjohnson,simoncambridge,1,think free lateral tests continue far lifting restrictions pm right one wonder supermarkets get message pandemic heading endemic covid backborisjohnson
94,397,2022-02-21 23:47:50+00:00,1495908149576011778,cdc isn t publishing large portions of the covid data it collects and this is the agency that the democrats want to use to expand gun control just say no https t co cex i edp ,fboyj,1,cdc publishing large portions covid data collects agency democrats want use expand gun control say https co cex edp
95,401,2022-02-21 23:47:39+00:00,1495908104092979204,a pair of scientists from hungary may have stumbled into more evidence supporting the theory that covid emerged from a laboratory https t co kkqjpfzq via wsjopinion,dronechris ,1,pair scientists hungary may stumbled evidence supporting theory covid emerged laboratory https co kkqjpfzq via wsjopinion
96,403,2022-02-21 23:47:34+00:00,1495908083717271557,thank you jkenney for lowering covid restrictions in alberta this morning we went out for breakfast the resturant was packed full and everyone looked a lot happier then i ve seen them for years now get rid of masks you are on the right track abpoli ableg,brown down,1,thank jkenney lowering covid restrictions alberta morning went breakfast resturant packed full everyone looked lot happier seen years get rid masks right track abpoli ableg
97,409,2022-02-21 23:47:22+00:00,1495908033742123008,left to die infected and unemployed a person hong kong family s week covid home quarantine ordeal hong kong free press hkfp https t co nfbmtw ul,gabeshepperd,1,left die infected unemployed person hong kong family week covid home quarantine ordeal hong kong free press hkfp https co nfbmtw ul
98,410,2022-02-21 23:47:21+00:00,1495908029711241216,victoria is easing indoor mask wearing and working from home rules and bringing back elective surgery in major changes to its covid pandemic health orders read more about the changes here covid vic https t co fup f rxyb,thenewdailyau,1,victoria easing indoor mask wearing working home rules bringing back elective surgery major changes covid pandemic health orders read changes covid vic https co fup f rxyb
99,417,2022-02-21 23:47:07+00:00,1495907969854500867,the philippines will recognize covid vaccine certificates of more countries malacañang said monday as pandemic restrictions drastically eased worldwide juanbulletin https t co hcl juffqq,juanbulletin,1,philippines recognize covid vaccine certificates countries malaca ang said monday pandemic restrictions drastically eased worldwide juanbulletin https co hcl juffqq
100,426,2022-02-21 23:46:54+00:00,1495907917786189826,covid reopening and mask mandate news live updates the new york times read full news here https t co wwttlucwbe justiceforharsha bheemlanayaktrailer mondaymotivation saveshimogamuslims https t co o c qpzymo,current capsule,1,covid reopening mask mandate news live updates new york times read full news https co wwttlucwbe justiceforharsha bheemlanayaktrailer mondaymotivation saveshimogamuslims https co c qpzymo
101,428,2022-02-21 23:46:40+00:00,1495907857493114885,iran returns donated vaccines because they were made in us https t co a illarsvs via yahoo want to thank iran for blowing the whistle on the corruption of covid shots and americans are starting to die from the shots god i am glad i did not have these death panel shots,arrowjsmith,1,iran returns donated vaccines made us https co illarsvs via yahoo want thank iran blowing whistle corruption covid shots americans starting die shots god glad death panel shots
102,430,2022-02-21 23:46:35+00:00,1495907837750489089,universities will fully start administering third covid vaccine shots to students and staff later this month and the education ministry is calling on more universities to consider such vaccinations https t co ufjxc fj s,japantimes,1,universities fully start administering third covid vaccine shots students staff later month education ministry calling universities consider vaccinations https co ufjxc fj
103,440,2022-02-21 23:46:21+00:00,1495907777763549190,study says people with mild covid symptoms could suffer from long term neurological damage https t co vue sx mb ,jjschoch,1,study says people mild covid symptoms could suffer long term neurological damage https co vue sx mb
104,454,2022-02-21 23:46:00+00:00,1495907690756849668,les personnes âgées sont les plus exposées au covid voilà pourquoi il est nécessaire et important de les faire vacciner contre le covid minsantecmr pevcameroun ccouspcameroun breakthrough ar usembyaounde usaid bloggerswithoutcovid https t co nirpc vrlc,mvengsuzanne,1,les personnes g es sont les plus expos es au covid voil pourquoi il est n cessaire et important de les faire vacciner contre le covid minsantecmr pevcameroun ccouspcameroun breakthrough ar usembyaounde usaid bloggerswithoutcovid https co nirpc vrlc
105,465,2022-02-21 23:45:41+00:00,1495907608632299520,creative biolabs accelerates covid antivirals discovery and evaluation https t co mcy xjzrrp,chhattisgarhjo ,1,creative biolabs accelerates covid antivirals discovery evaluation https co mcy xjzrrp
106,466,2022-02-21 23:45:39+00:00,1495907599916716035,only areas were under granular lockdown as of monday significantly fewer than in the past two weeks as covid cases continued to decrease nationwide according to interior secretary eduardo año gabriellaluinq https t co wbqjfrzyre,inquirerdotnet,1,areas granular lockdown monday significantly fewer past two weeks covid cases continued decrease nationwide according interior secretary eduardo a o gabriellaluinq https co wbqjfrzyre
107,470,2022-02-21 23:45:32+00:00,1495907573823946753,clarejdaly i m sorry you re sufferingour government don t care i can t believe not any of them can work out the cost to the nhs of more long covid clinics paying sickness benefits after they ve inflicted suffering on more people surely free testing self isolation would be cheaper,edsamanda,1,clarejdaly sorry sufferingour government care believe work cost nhs long covid clinics paying sickness benefits inflicted suffering people surely free testing self isolation would cheaper
108,478,2022-02-21 23:45:18+00:00,1495907513442746371,avalancheavax ragnarokmeta xfanfaron avalabsofficial edc hi my name is willie i got covid so i need pill to save my life thanks for all,phantuanhai ,1,avalancheavax ragnarokmeta xfanfaron avalabsofficial edc hi name willie got covid need pill save life thanks
109,480,2022-02-21 23:45:16+00:00,1495907506291449869,when physicians spread unscientific information about covid public health jama jama network interesting read https t co rke ajewt,cingolani oscar,1,physicians spread unscientific information covid public health jama jama network interesting read https co rke ajewt
110,482,2022-02-21 23:45:12+00:00,1495907488809779200,as of pm today cambridge is reporting newly reported covid cases newly reported covid deaths cases per residents day moving average of residents with at least one vaccine dose and fully vaccinated more at https t co ygmnlkdgbk cambma https t co z uanu nfw,cambma,1,pm today cambridge reporting newly reported covid cases newly reported covid deaths cases residents day moving average residents least one vaccine dose fully vaccinated https co ygmnlkdgbk cambma https co z uanu nfw
111,486,2022-02-21 23:45:04+00:00,1495907453984296968,i feel like miss covid herself was at the bristol pale waves gig at this point so many people i know friends of friends got it there ,doeeyedjerry,1,feel like miss covid bristol pale waves gig point many people know friends friends got
112,487,2022-02-21 23:45:03+00:00,1495907451136266240,if you re isolating and can t earn an income because of covid you may be able to get the pandemic leave disaster payment claim online through mygov find out more here https t co im q yuivu https t co g cjygu yw,servicesgovau,1,isolating earn income covid may able get pandemic leave disaster payment claim online mygov find https co im q yuivu https co g cjygu yw
113,491,2022-02-21 23:45:00+00:00,1495907439396360193,with the covid pandemic exacerbating mental health challenges and health inequity in the workplace the shift toward holistic or whole person wellbeing has become even more prominent virginpulse https t co vbjjrmg j https t co fe kgzjgbd,mind current,1,covid pandemic exacerbating mental health challenges health inequity workplace shift toward holistic whole person wellbeing become even prominent virginpulse https co vbjjrmg j https co fe kgzjgbd
114,506,2022-02-21 23:44:44+00:00,1495907369695338496,the covid pandemic has not been welcoming to many people this is a hint to visit a therapist if corona virus has affected your ficial situation relationship or general peace of mind https t co cf dldredo,victori ,1,covid pandemic welcoming many people hint visit therapist corona virus affected ficial situation relationship general peace mind https co cf dldredo
115,510,2022-02-21 23:44:40+00:00,1495907354604449792,ryangrim take it easy on him ryan he got long covid from the vaccine despite the fact the vaccine doesn t have covid in it,petesmith,1,ryangrim take easy ryan got long covid vaccine despite fact vaccine covid
116,512,2022-02-21 23:44:34+00:00,1495907328629088262,safe effective uk children covid injection harm per mhra to th february children now harmed includes undisclosed fatalities million first doses administered to children and million second doses per mhra see page https t co z fvzxl kk,resistagenda ,1,safe effective uk children covid injection harm mhra th february children harmed includes undisclosed fatalities million first doses administered children million second doses mhra see page https co z fvzxl kk
117,514,2022-02-21 23:44:33+00:00,1495907326150479872,the covid vaccination certificates of arriving travelers from eight more countries would be accepted in the philippines malacañang announced monday february read more https t co m mkh lckz vaxcard dailytribune,cnc tribunephl,1,covid vaccination certificates arriving travelers eight countries would accepted philippines malaca ang announced monday february read https co mkh lckz vaxcard dailytribune
118,517,2022-02-21 23:44:24+00:00,1495907286384099328,british prime minister boris on monday said he would end all coronavirus restrictions in england including mandatory self isolation for people with covid and free testing reuters reports lessons for sierra leones president julius maada bio,mahmudtim,1,british prime mister bor monday said would end coronavirus restrictions england including mandatory self isolation people covid free testing reuters reports lessons sierra leones president julius maada bio
119,520,2022-02-21 23:44:20+00:00,1495907271435558916,uk boris johnson to scrap all covid legal curbs as criticism mounts https t co s wvsrfsy ,newsnextweb,1,uk bor johnson scrap covid legal curbs criticism mounts https co wvsrfsy
120,521,2022-02-21 23:44:19+00:00,1495907266402439171,the covid vaccination certificates of arriving travelers from eight more countries would be accepted in the philippines malacañang announced monday february read more https t co m mkh kev vaxcard dailytribune,cnc tribunephl,1,covid vaccination certificates arriving travelers eight countries would accepted philippines malaca ang announced monday february read https co mkh kev vaxcard dailytribune
121,524,2022-02-21 23:44:12+00:00,1495907235905830915,the covid vaccination certificates of arriving travelers from eight more countries would be accepted in the philippines malacañang announced monday february read more https t co eccp hzcrs vaxcard dailytribune,tribunephl,1,covid vaccination certificates arriving travelers eight countries would accepted philippines malaca ang announced monday february read https co eccp hzcrs vaxcard dailytribune
122,527,2022-02-21 23:44:06+00:00,1495907211339513858,covid news and updates for washington dc during the coronavirus covid pandemic keeping hands clean washing hands with soap and water is the best way to get rid of germs in most situations https t co vsn ksb zv https t co mpg vfbqk ,handmade soap,1,covid news updates washington dc coronavirus covid pandemic keeping hands clean washing hands soap water best way get rid germs situations https co vsn ksb zv https co mpg vfbqk
123,528,2022-02-21 23:44:01+00:00,1495907190443593730,why natural killer cells react to covid https t co dsntgw https t co dlax pemih,sdeeng ,1,natural killer cells react covid https co dsntgw https co dlax pemih
124,530,2022-02-21 23:44:00+00:00,1495907184638857219,covid omicron outbreak parliament protest tempers flare police say genuine protesters no longer in control via nzherald https t co o lqiloy b,hotchipsgravy,1,covid omicron outbreak parliament protest tempers flare police say genuine protesters longer control via nzherald https co lqiloy b
125,531,2022-02-21 23:43:59+00:00,1495907183351021568,despite covid pandemic demand for african developers surges higher google report reveals https t co mxn subij https t co jtghtgkdd ,commsweek,1,despite covid pandemic demand african developers surges higher google report reveals https co mxn subij https co jtghtgkdd
126,532,2022-02-21 23:43:50+00:00,1495907145858129926,cardinalnewsva wasoncenter tnecd many states ended fiscal this summer with the largest surpluses in their history thanks to surging state revenues investment income and federal covid aid https t co l hoqzop g,astc llc,1,cardinalnewsva wasoncenter tnecd many states ended fiscal summer largest surpluses history thanks surging state revenues investment income federal covid aid https co l hoqzop g
127,535,2022-02-21 23:43:48+00:00,1495907135137460224,noliewithbtc how many floridians died of covid ,election every,1,noliewithbtc many floridians died covid
128,536,2022-02-21 23:43:45+00:00,1495907124253270016,katymcconkey sgriffin lab markspen nhsconfed organize strike the time for bargaining with the british state is over it is high time we fight back and dismantle the british state western liberalism has just done to the covid pandemic what it s done to the hothouse earth climate trajectory,all incomplete,1,katymcconkey sgriffin lab markspen nhsconfed organize strike time bargaining british state high time fight back dismantle british state western liberalism done covid pandemic done hothouse earth climate trajectory
129,539,2022-02-21 23:43:41+00:00,1495907106121302024,it shows that anyone even the queen can get covid if an infected person comes into contact with them and removing restrictions makes this more likely vulnerable people will now be at greater risk and you and people like you approve of that what does this say about you,derekjames ,1,shows anyone even queen get covid infected person comes contact removing restrictions makes likely vulnerable people greater risk people like approve say
130,541,2022-02-21 23:43:38+00:00,1495907093324443652,mjshally great thread for those who didn t know the recent words maybe this will help any ultra idiot who claims that you can dodge covid by swilling caulk in your mouth deserves not a tacit contempt but an open direct one,whywherefore,1,mjshally great thread know recent words maybe help ultra idiot claims dodge covid swilling caulk mouth deserves tacit contempt open direct one
131,546,2022-02-21 23:43:33+00:00,1495907075112992768,as the covid omicron outbreak reached new cases today i was happy that vikki and i got our booster shots this morning get boosted it could save your life,jonz ,1,covid omicron outbreak reached new cases today happy vikki got booster shots morning get boosted could save life
132,549,2022-02-21 23:43:32+00:00,1495907067701661700,thomas müller has tested positive for covid ,fcbayern world,1,thomas m ller tested positive covid
133,551,2022-02-21 23:43:31+00:00,1495907063276388352,may kind tigress queen elizabeth heal quickly from covid ,danaguefen,1,may kind tigress queen elizabeth heal quickly covid
134,552,2022-02-21 23:43:23+00:00,1495907030120513540,sajid javid support for immunocompromised people for whom covid remains a significant risk sign the petition https t co cdv ycq si via ukchange,michael ,1,sajid javid support immunocompromised people covid remains significant risk sign petition https co cdv ycq si via ukchange
135,553,2022-02-21 23:43:20+00:00,1495907019051929603,what will kill more people covid or vlad putin,komprezer,1,kill people covid vlad putin
136,557,2022-02-21 23:43:06+00:00,1495906958846853122,as california begins moving to an endemic approach to addressing covid humboldt county hospitals madriverhosp providencencal still face supply chain issues and staffing shortages amid the great resignation https t co avkr o odo,soniawaraich,1,california begins moving endemic approach addressing covid humboldt county hospitals madriverhosp providencencal still face supply chain issues staffing shortages amid great resignation https co avkr odo
137,562,2022-02-21 23:43:01+00:00,1495906939699671041,there is no doubt the pandemic has exacerbated the vulnerability of certain groups and widened inequality in the country mongolia needs to focus on poverty reduction in its covid economic recovery ariun erdene bayarjargal writes anu cbe https t co nvo r e,appspolicyforum,1,doubt pandemic exacerbated vulnerability certain groups widened inequality country mongolia needs focus poverty reduction covid economic recovery ariun erdene bayarjargal writes anu cbe https co nvo r e
138,563,2022-02-21 23:43:01+00:00,1495906938957307906,covid update total patients tested for covid at michigan medicine since the pandemic began total positive tests current inpatients that are covid positive total covid patients discharged learn more https t co ukxkcqrbco https t co gdjkpb xc,umichmedicine,1,covid update total patients tested covid michigan medicine since pandemic began total positive tests current inpatients covid positive total covid patients discharged learn https co ukxkcqrbco https co gdjkpb xc
139,566,2022-02-21 23:42:57+00:00,1495906922851188738,omicron sub variant ba unlikely to cause fresh covid outbreak top medical expert https t co wqltxu irf,thesahunews,1,omicron sub variant ba unlikely cause fresh covid outbreak top medical expert https co wqltxu irf
140,567,2022-02-21 23:42:56+00:00,1495906919848058880,traveling this year looks different due to coronavirus covid pandemic wear your masks and stay safe while traveling download easygate application to help you during your coming trips application download aviation airport android ios airports travel covid https t co kyuxgkfg ,jpjets group,1,traveling year looks different due coronavirus covid pandemic wear masks stay safe traveling download easygate application help coming trips application download aviation airport android ios airports travel covid https co kyuxgkfg
141,572,2022-02-21 23:42:43+00:00,1495906862424027138,latest queensland has recorded five covid deaths there are people in hospital with the virus are in intensive care the state has recorded new cases,newstalk bc,1,latest queensland recorded five covid deaths people hospital virus intensive care state recorded new cases
142,577,2022-02-21 23:42:30+00:00,1495906809143607296,children most frequently acquire covid from adults rather than transmitting it to them the latter headline appeared in an article in the american academy of pediatrics volume in august of https t co fzoowo rw,atasteofcreole,1,children frequently acquire covid adults rather transmitting latter headline appeared article american academy pediatrics volume august https co fzoowo rw
143,579,2022-02-21 23:42:29+00:00,1495906803271749636,i will cure minju of covid i will set her free,thecutwhat,1,cure minju covid set free
144,584,2022-02-21 23:42:17+00:00,1495906754781229059,sostuve encuentro con rodolfo sabonge secretario general acs aec a quien ratifiqué compromiso de cuba con la asociación coincidimos en necesidad de continuar promoviendo la concertación para enfrentar los desafíos comunes acentuados por el cambio climático y la covid https t co egjgmnl fb,brunorguezp,1,sostuve encuentro con rodolfo sabonge secretario general acs aec quien ratifiqu compromiso de cuba con la asociaci n coincidimos en necesidad de continuar promoviendo la concertaci n enfrentar los desaf os comunes acentuados por el cambio clim tico la covid https co egjgmnl fb
145,585,2022-02-21 23:42:17+00:00,1495906753447624707,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co o xv fxron news https t co hthg tieb, newsmackay,1,breaking queensland recorded five covid related deaths overnight new covid cases https co xv fxron news https co hthg tieb
146,586,2022-02-21 23:42:17+00:00,1495906753447591936,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co yrez efxsp news https t co i ejf voae, newssc,1,breaking queensland recorded five covid related deaths overnight new covid cases https co yrez efxsp news https co ejf voae
147,587,2022-02-21 23:42:17+00:00,1495906753439203328,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co m fb jtmb news https t co kkkxlflvnq, newswidebay,1,breaking queensland recorded five covid related deaths overnight new covid cases https co fb jtmb news https co kkkxlflvnq
148,588,2022-02-21 23:42:17+00:00,1495906753426653186,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co nvi d fdf news https t co xzdnqd pj , newstownsville,1,breaking queensland recorded five covid related deaths overnight new covid cases https co nvi fdf news https co xzdnqd pj
149,589,2022-02-21 23:42:17+00:00,1495906753422446593,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co jgtbl fzfx news https t co ihndclt pp, newstoowoomba,1,breaking queensland recorded five covid related deaths overnight new covid cases https co jgtbl fzfx news https co ihndclt pp
150,590,2022-02-21 23:42:17+00:00,1495906753422426112,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co wbyeqt zhu news https t co zkufmsgds, newscq,1,breaking queensland recorded five covid related deaths overnight new covid cases https co wbyeqt zhu news https co zkufmsgds
151,591,2022-02-21 23:42:17+00:00,1495906753418264577,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co tieq jopss news https t co rwhddeq v, newsgoldcoast,1,breaking queensland recorded five covid related deaths overnight new covid cases https co tieq jopss news https co rwhddeq v
152,592,2022-02-21 23:42:17+00:00,1495906753397280768,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co xnbxgc g u news https t co ek tl r ud, newscairns,1,breaking queensland recorded five covid related deaths overnight new covid cases https co xnbxgc g u news https co ek tl r ud
153,593,2022-02-21 23:42:17+00:00,1495906753380515840,breaking queensland has recorded five covid related deaths overnight and new covid cases https t co vz a chvfd news https t co u dhxeofi, newsbrisbane,1,breaking queensland recorded five covid related deaths overnight new covid cases https co vz chvfd news https co u dhxeofi
154,602,2022-02-21 23:42:05+00:00,1495906702440419328,tudorchick if she can work with or without covid then over the past years why hasn t she helped her grandson and his family she kensingtonroyal and clarencehouse are a disgrace to the nation glad thesussex are an ocean away https t co hts zcgn z,lthesussex,1,tudorchick work without covid past years helped grandson family kensingtonroyal clarencehouse disgrace nation glad thesussex ocean away https co hts zcgn z
155,613,2022-02-21 23:41:50+00:00,1495906640482164736,from thursday people with a positive test will no longer be legally required to self isolate but will still be advised to stay at home cmo england still urges people to continue to self isolate if positive remember the posters covid https t co lktdahrj j,i ,1,thursday people positive test longer legally required self isolate still advised stay home cmo england still urges people continue self isolate positive remember posters covid https co lktdahrj j
156,615,2022-02-21 23:41:44+00:00,1495906615748591616,queen elizabeth has tested positive for covid and is now on light duty according to buckingham palace i hope she recovers quickly mainly because with her on light duty the asst queen is gonna have to cover for her that s not fair,bmic ,1,queen elizabeth tested positive covid light duty according buckingham palace hope recovers quickly mainly light duty asst queen gon na cover fair
157,617,2022-02-21 23:41:32+00:00,1495906565894942722,twitter labelled this misleading even though it was a direct quote from the program covid https t co hvgej btq,joel agius ,1,twitter labelled misleading even though direct quote program covid https co hvgej btq
158,620,2022-02-21 23:41:27+00:00,1495906543547650053,why women seem to have better covid outcomes than men https t co eolrhf at ,mariolapr,1,women seem better covid outcomes men https co eolrhf
159,621,2022-02-21 23:41:26+00:00,1495906541362462720,the date is of course i choose to ignore the other digits prices are hitting the roof becoming unmanageable and yet we chose to ignore inflation in us high world oil prices slow economic growth in major countries covid universal effect no one is safe,charlesmonari ,1,date course choose ignore digits prices hitting roof becoming unmanageable yet chose ignore inflation us high world oil prices slow economic growth major countries covid universal effect one safe
160,622,2022-02-21 23:41:22+00:00,1495906525516550145,belindajoconnor masks are a simple cheap way to effectively reduce spread of covid beyond me why any government would reduce or drop maskmandates will cost a fortune in health care and lives fear the actgovernment abarrmla rachelss mla is about to do the same hoping they won t,alisoninlibrary,1,belindajoconnor masks simple cheap way effectively reduce spread covid beyond government would reduce drop maskmandates cost fortune health care lives fear actgovernment abarrmla rachelss mla hoping
161,623,2022-02-21 23:41:16+00:00,1495906499331190785,coping with covid positive kids https t co ddpo zvdlv https t co ddpo zvdlv,staronline,1,coping covid positive kids https co ddpo zvdlv https co ddpo zvdlv
162,624,2022-02-21 23:41:08+00:00,1495906464103378946,a rainha de inglaterra mantém os sintomas ligeiros depois de ter testado positivo à covid o estado de saúde da monarca foi o tema principal das conversas dos britânicos com desejos de melhoras isabel ii vai ficar isolada no castelo de win https t co zvmqwzvcuf,cnnportugal,1,rainha de inglaterra mant m os sintomas ligeiros depo de ter testado positivo covid estado de sa de da monarca foi tema principal das conversas dos brit nicos com desejos de melhoras isabel ii vai ficar isolada castelo de win https co zvmqwzvcuf
163,627,2022-02-21 23:41:05+00:00,1495906452426399745,he was quickly cited and released because of covid protocols covid protocols are obtuse at this point i think it s time to get things back to normal now https t co nvpguzmoqy https t co cjz ojo ,mark oregon,1,quickly cited released covid protocols covid protocols obtuse point think time get things back normal https co nvpguzmoqy https co cjz ojo
164,628,2022-02-21 23:41:03+00:00,1495906443878289408,study shows how neighborhood level social vulnerability impacts covid hospitalization outcomes https t co tuntztzk https t co p vrhnxvq,thepostsynaptic,1,study shows neighborhood level social vulnerability impacts covid hospitalization outcomes https co tuntztzk https co p vrhnxvq
165,643,2022-02-21 23:40:39+00:00,1495906344607666178,the government will have to find other ways to convince the elderly to get immunized against covid if only to make them and members of their families and communities healthy and safe the head of the national vaccination operations center said https t co n pchysbgk,inquirerdotnet,1,government find ways convince elderly get immunized covid make members families communities healthy safe head national vaccination operations center said https co n pchysbgk
166,644,2022-02-21 23:40:39+00:00,1495906343546277889,coping with covid positive kids https t co oelbt gd https t co t wif ,zyitegadgets,1,coping covid positive kids https co oelbt gd https co wif
167,645,2022-02-21 23:40:37+00:00,1495906332901363714,it was a part of youngkin s covid action plan that he signed in jan it was in line with policies that former governor ralph northam put in place at the end of his term https t co erdnifczje,abc news,1,part youngkin covid action plan signed jan line policies former governor ralph northam put place end term https co erdnifczje
168,650,2022-02-21 23:40:32+00:00,1495906315310276608,covid state law telehealth update state licensure requirements persist permissible telehealth modalities generally expand and insurance parity laws ensure reimbursement https t co uhjeml t j,natlawimmigrate,1,covid state law telehealth update state licensure requirements persist permissible telehealth modalities generally expand insurance parity laws ensure reimbursement https co uhjeml j
169,655,2022-02-21 23:40:18+00:00,1495906255122149381,aarp is focused on keeping you and your loved ones safe and sound during the covid pandemic here are some of the ways we have advocated for you https t co semtwvosdi like share follow,youtubefitness ,1,aarp focused keeping loved ones safe sound covid pandemic ways advocated https co semtwvosdi like share follow
170,659,2022-02-21 23:40:12+00:00,1495906229826502656,the fact that the victorian government is masking kids but allowing adults to live unmasked is the most ridiculous thing to come out of the pandemic so far and its a long list covid maskmandates,aus ynwa,1,fact victorian government masking kids allowing adults live unmasked ridiculous thing come pandemic far long list covid maskmandates
171,669,2022-02-21 23:40:01+00:00,1495906185584721920,new york covid hospitalizations below in february update https t co jhl shkdds,redlights ff,1,new york covid hospitalizations february update https co jhl shkdds
172,673,2022-02-21 23:40:00+00:00,1495906178894901250,an improvement in covid hospitalizations is welcome news to mountain hospitals hit hard in the surge of cases over the past several months https t co gxppbsu yw,wlos ,1,improvement covid hospitalizations welcome news mountain hospitals hit hard surge cases past several months https co gxppbsu yw
173,687,2022-02-21 23:39:47+00:00,1495906124784365568,the irony of so many anti maskers is the majority who smoke likely still step outside for the cigs covid gopmaskless,jaejaywalker,1,irony many anti maskers majority smoke likely still step outside cigs covid gopmaskless
174,688,2022-02-21 23:39:45+00:00,1495906117972541448,the prime minister make the national covid memorial wall permanent sign the petition https t co dixvha sm via ukchange what a great thing to for the families of those who died from covid will be remembered for much longer i lost my step father mercy and love,justice all ,1,prime mister make national covid memorial wall permanent sign petition https co dixvha sm via ukchange great thing families died covid remembered much longer lost step father mercy love
175,694,2022-02-21 23:39:27+00:00,1495906041154138112,all covid restrictions will end in england on thursday and free mass testing will stop from april the legal duty to isolate for those who tested positive would be dropped from april the provision of free testing would be targeted to the most vulnerable covid england,ranganashamil,1,covid restrictions end england thursday free mass testing stop april legal duty isolate tested positive would dropped april provision free testing would targeted vulnerable covid england
176,698,2022-02-21 23:39:15+00:00,1495905992370016258,eu commission francediplo en spainmfa italymfa canadadev g org covid means that the m children living in conflict right now are doubly at risk of missing out on an education will you support educannotwait to help all kids returntolearn globalcitizen,cgreig,1,eu commission francediplo en spainmfa italymfa canadadev g org covid means children living conflict right doubly risk missing education support educannotwait help kids returntolearn globalcitizen
177,702,2022-02-21 23:39:08+00:00,1495905961101303812,new plymouth boys high school sacred heart girls college and spotswood college have all announced a confirmed covid case https t co xwbpcnyfrx,nzstuff,1,new plymouth boys high school sacred heart girls college spotswood college announced confirmed covid case https co xwbpcnyfrx
178,707,2022-02-21 23:39:00+00:00,1495905928092307460,longtime greeley restaurateur michael santeramo died in late january of covid related causes santeramo s memory was celebrated by family and friends saturday in greeley story from tmarkard https t co pghq kdhjf,annegdelaney,1,longtime greeley restaurateur michael santeramo died late january covid related causes santeramo memory celebrated family friends saturday greeley story tmarkard https co pghq kdhjf
179,708,2022-02-21 23:39:00+00:00,1495905927001739266,although telehealth services have increased in response to covid research in pediatric neuropsychological assessment is lacking in their new work dr lichtenstein phishbrained et al introduce a hybrid model of clinical service delivery https t co oaoalnboxp https t co jhfzwcnlq ,apadivision ,1,although telehealth services increased response covid research pediatric neuropsychological assessment lacking new work dr lichtenstein phishbrained et al introduce hybrid model clinical service delivery https co oaoalnboxp https co jhfzwcnlq
180,709,2022-02-21 23:38:56+00:00,1495905913286565888,se new prokes perjala luar negeri diterbitkan satgas covid nusantara satukan indonesia https t co dqnsqsxvun,atayapranaya ,1,new prokes jala negeri terbit satgas covid nusantara satu indonesia https co dqnsqsxvun
181,711,2022-02-21 23:38:53+00:00,1495905897495003140,how buckingham palace has handled the queens health issues from hospitalisation to covid the new daily https t co fqrzc ks ,nobby ,1,buckingham palace handled queens health issues hospitalisation covid new daily https co fqrzc ks
182,712,2022-02-21 23:38:53+00:00,1495905897398571011,his death is a loss for humanity here is a link to his latest publications test and treat a missing link in the global fight against covid https t co yzk gujmva,peaceoneday ,1,death loss humanity link latest publications test treat missing link global fight covid https co yzk gujmva
183,714,2022-02-21 23:38:50+00:00,1495905884660191234,watching ctvregina tonight for the first time in months and my conclusion is canada is crying big part of me thinks this could of been avoided but there is a huge disconnect and i think justintrudeau resignation is the only solution covid https t co ylgfq vqf,pdesiatnyk,1,watching ctvregina tonight first time months conclusion canada crying big part thinks could avoided huge disconnect think justintrudeau resignation solution covid https co ylgfq vqf
184,715,2022-02-21 23:38:49+00:00,1495905880562614272,when i tested positive for covid i was drinking that honey citron tea ,blackswanchim,1,tested positive covid drinking honey citron tea
185,724,2022-02-21 23:38:23+00:00,1495905774748553218,so mtl rt ciusss csmtl ligne vax covid un nouveau circuit d autobus temporaire gratuit sera accessible aux résidentes et résidents de sa,jadoremontreal,1,mtl rt ciusss csmtl ligne vax covid un nouveau circuit autobus temporaire gratuit sera accessible aux r sidentes et r sidents de sa
186,735,2022-02-21 23:38:00+00:00,1495905678350860288,the pandemic has made me realise that most women have beautiful eyes its just rest of the face that sometimes doesnt sync up pandemic covid maskupindia,subhraprakash,1,pandemic made realise women beautiful eyes rest face sometimes doesnt sync pandemic covid maskupindia
